Container nvidia build =  21060478
out dir is .
python   -m torch.distributed.launch --nproc_per_node=2 run_squad.py --init_checkpoint=/data/bert_large/bert_large_uncased.pt --do_train --train_file=/data/squad/v1.1/train-v1.1.json --train_batch_size=4  --do_lower_case  --bert_model=bert-large-uncased  --learning_rate=0.0  --seed=1  --num_train_epochs=2.0  --max_seq_length=384  --doc_stride=128  --output_dir=.  --vocab_file=/data/bert_large/bert-large-uncased-vocab.txt  --config_file=/data/bert_large/bert_config.json  --max_steps=1000   |& tee ./logfile.txt
06/26/2021 17:12:13 - INFO - root -   Added key: store_based_barrier_key:1 to store for rank: 1
06/26/2021 17:12:13 - INFO - root -   Added key: store_based_barrier_key:1 to store for rank: 0
device: cuda:1 n_gpu: 1, distributed training: True, 16-bits training: False
device: cuda:0 n_gpu: 1, distributed training: True, 16-bits training: False
DLL 2021-06-26 17:12:13.892188 - PARAMETER Config : ["Namespace(amp=False, bert_model='bert-large-uncased', cache_dir=None, config_file='/data/bert_large/bert_config.json', disable_progress_bar=False, do_eval=False, do_lower_case=True, do_predict=False, do_train=True, doc_stride=128, eval_script='evaluate.py', fp16=False, gradient_accumulation_steps=1, init_checkpoint='/data/bert_large/bert_large_uncased.pt', json_summary='results/dllogger.json', learning_rate=0.0, local_rank=0, log_freq=50, loss_scale=0, max_answer_length=30, max_query_length=64, max_seq_length=384, max_steps=1000.0, n_best_size=20, no_cuda=False, null_score_diff_threshold=0.0, num_train_epochs=2.0, output_dir='.', predict_batch_size=8, predict_file=None, seed=1, skip_cache=False, skip_checkpoint=False, train_batch_size=4, train_file='/data/squad/v1.1/train-v1.1.json', use_env=False, verbose_logging=False, version_2_with_negative=False, vocab_file='/data/bert_large/bert-large-uncased-vocab.txt', warmup_proportion=0.1)"] 
WARNING: Output directory . already exists and is not empty. ['.gitmodules', 'run_glue.py', 'scripts', 'optimization.py', 'checkpoints', '.gitignore', 'extract_features.py', 'file_utils.py', 'schedulers.py', 'run_squad.py', 'vocab', 'Dockerfile', 'bind_pyt.py', 'results', '.dockerignore', 'modeling.py', 'NOTICE', 'run_pretraining.py', 'tokenization.py', '.git', 'configurations.yml', 'data', 'images', 'run_swag.py', 'processors', 'bert_config.json', 'README.md', 'inference.py', 'LICENSE', 'triton', 'utils.py', 'requirements.txt', 'bind.sh', 'create_pretraining_data.py', 'run.sub', 'logfile.txt', '__pycache__']
DLL 2021-06-26 17:12:13.892698 - PARAMETER SEED : 1 
WARNING: Output directory . already exists and is not empty. ['.gitmodules', 'run_glue.py', 'scripts', 'optimization.py', 'checkpoints', '.gitignore', 'extract_features.py', 'file_utils.py', 'schedulers.py', 'run_squad.py', 'vocab', 'Dockerfile', 'bind_pyt.py', 'results', '.dockerignore', 'modeling.py', 'NOTICE', 'run_pretraining.py', 'tokenization.py', '.git', 'configurations.yml', 'data', 'images', 'run_swag.py', 'processors', 'bert_config.json', 'README.md', 'inference.py', 'LICENSE', 'triton', 'utils.py', 'requirements.txt', 'bind.sh', 'create_pretraining_data.py', 'run.sub', 'logfile.txt', '__pycache__']
DLL 2021-06-26 17:12:25.273049 - PARAMETER loading_checkpoint : True 
DLL 2021-06-26 17:12:25.273234 - PARAMETER loaded_checkpoint : True 
DLL 2021-06-26 17:12:33.798221 - PARAMETER model_weights_num : 335150082 
DLL 2021-06-26 17:12:44.235031 - PARAMETER train_start : True 
DLL 2021-06-26 17:12:44.235157 - PARAMETER training_samples : 87599 
DLL 2021-06-26 17:12:44.235189 - PARAMETER training_features : 88641 
DLL 2021-06-26 17:12:44.235215 - PARAMETER train_batch_size : 4 
DLL 2021-06-26 17:12:44.235296 - PARAMETER steps : 21899.0 

Iteration:   0%|          | 0/11081 [00:00<?, ?it/s]/workspace/examples/bert/optimization.py:150: UserWarning: This overload of add_ is deprecated:
	add_(Number alpha, Tensor other)
Consider using one of the following signatures instead:
	add_(Tensor other, *, Number alpha) (Triggered internally at  ../torch/csrc/utils/python_arg_parser.cpp:1005.)
  next_m.mul_(beta1).add_(1 - beta1, grad)
/workspace/examples/bert/optimization.py:150: UserWarning: This overload of add_ is deprecated:
	add_(Number alpha, Tensor other)
Consider using one of the following signatures instead:
	add_(Tensor other, *, Number alpha) (Triggered internally at  ../torch/csrc/utils/python_arg_parser.cpp:1005.)
  next_m.mul_(beta1).add_(1 - beta1, grad)
DLL 2021-06-26 17:12:51.186289 - Training Epoch: 0 Training Iteration: 1  step_loss : 6.005585670471191  learning_rate : 0.0 

Iteration:   0%|          | 1/11081 [00:05<16:46:46,  5.45s/it]
Iteration:   0%|          | 2/11081 [00:06<12:40:07,  4.12s/it]
Iteration:   0%|          | 3/11081 [00:06<9:19:26,  3.03s/it] 
Iteration:   0%|          | 4/11081 [00:07<6:59:01,  2.27s/it]
Iteration:   0%|          | 5/11081 [00:07<5:20:18,  1.74s/it]
Iteration:   0%|          | 6/11081 [00:08<4:11:38,  1.36s/it]
Iteration:   0%|          | 7/11081 [00:08<3:22:48,  1.10s/it]
Iteration:   0%|          | 8/11081 [00:09<2:49:20,  1.09it/s]
Iteration:   0%|          | 9/11081 [00:09<2:25:34,  1.27it/s]
Iteration:   0%|          | 10/11081 [00:10<2:08:50,  1.43it/s]
Iteration:   0%|          | 11/11081 [00:10<1:57:33,  1.57it/s]
Iteration:   0%|          | 12/11081 [00:11<1:49:01,  1.69it/s]
Iteration:   0%|          | 13/11081 [00:11<1:43:27,  1.78it/s]
Iteration:   0%|          | 14/11081 [00:12<1:39:52,  1.85it/s]
Iteration:   0%|          | 15/11081 [00:12<1:36:38,  1.91it/s]
Iteration:   0%|          | 16/11081 [00:13<1:34:43,  1.95it/s]
Iteration:   0%|          | 17/11081 [00:13<1:33:48,  1.97it/s]
Iteration:   0%|          | 18/11081 [00:14<1:32:27,  1.99it/s]
Iteration:   0%|          | 19/11081 [00:14<1:32:18,  2.00it/s]
Iteration:   0%|          | 20/11081 [00:15<1:32:04,  2.00it/s]
Iteration:   0%|          | 21/11081 [00:15<1:31:51,  2.01it/s]
Iteration:   0%|          | 22/11081 [00:16<1:30:57,  2.03it/s]
Iteration:   0%|          | 23/11081 [00:16<1:31:08,  2.02it/s]
Iteration:   0%|          | 24/11081 [00:17<1:30:35,  2.03it/s]
Iteration:   0%|          | 25/11081 [00:17<1:30:26,  2.04it/s]
Iteration:   0%|          | 26/11081 [00:18<1:30:46,  2.03it/s]
Iteration:   0%|          | 27/11081 [00:18<1:30:16,  2.04it/s]
Iteration:   0%|          | 28/11081 [00:19<1:30:02,  2.05it/s]
Iteration:   0%|          | 29/11081 [00:19<1:30:07,  2.04it/s]
Iteration:   0%|          | 30/11081 [00:20<1:29:51,  2.05it/s]
Iteration:   0%|          | 31/11081 [00:20<1:29:59,  2.05it/s]
Iteration:   0%|          | 32/11081 [00:21<1:30:28,  2.04it/s]
Iteration:   0%|          | 33/11081 [00:21<1:30:26,  2.04it/s]
Iteration:   0%|          | 34/11081 [00:22<1:30:23,  2.04it/s]
Iteration:   0%|          | 35/11081 [00:22<1:29:54,  2.05it/s]
Iteration:   0%|          | 36/11081 [00:23<1:30:21,  2.04it/s]
Iteration:   0%|          | 37/11081 [00:23<1:29:49,  2.05it/s]
Iteration:   0%|          | 38/11081 [00:24<1:29:42,  2.05it/s]
Iteration:   0%|          | 39/11081 [00:24<1:30:18,  2.04it/s]
Iteration:   0%|          | 40/11081 [00:25<1:30:43,  2.03it/s]
Iteration:   0%|          | 41/11081 [00:25<1:30:35,  2.03it/s]
Iteration:   0%|          | 42/11081 [00:26<1:30:06,  2.04it/s]
Iteration:   0%|          | 43/11081 [00:26<1:29:47,  2.05it/s]
Iteration:   0%|          | 44/11081 [00:27<1:29:29,  2.06it/s]
Iteration:   0%|          | 45/11081 [00:27<1:30:07,  2.04it/s]
Iteration:   0%|          | 46/11081 [00:28<1:30:10,  2.04it/s]
Iteration:   0%|          | 47/11081 [00:28<1:29:50,  2.05it/s]
Iteration:   0%|          | 48/11081 [00:29<1:29:52,  2.05it/s]
Iteration:   0%|          | 49/11081 [00:29<1:30:23,  2.03it/s]
Iteration:   0%|          | 50/11081 [00:29<1:29:58,  2.04it/s]DLL 2021-06-26 17:13:16.200307 - Training Epoch: 0 Training Iteration: 51  step_loss : 6.307036876678467  learning_rate : 0.0 

Iteration:   0%|          | 51/11081 [00:30<1:29:36,  2.05it/s]
Iteration:   0%|          | 52/11081 [00:30<1:29:27,  2.05it/s]
Iteration:   0%|          | 53/11081 [00:31<1:30:05,  2.04it/s]
Iteration:   0%|          | 54/11081 [00:31<1:30:06,  2.04it/s]
Iteration:   0%|          | 55/11081 [00:32<1:29:44,  2.05it/s]
Iteration:   1%|          | 56/11081 [00:32<1:29:38,  2.05it/s]
Iteration:   1%|          | 57/11081 [00:33<1:29:23,  2.06it/s]
Iteration:   1%|          | 58/11081 [00:33<1:29:14,  2.06it/s]
Iteration:   1%|          | 59/11081 [00:34<1:29:53,  2.04it/s]
Iteration:   1%|          | 60/11081 [00:34<1:30:23,  2.03it/s]
Iteration:   1%|          | 61/11081 [00:35<1:30:21,  2.03it/s]
Iteration:   1%|          | 62/11081 [00:35<1:30:06,  2.04it/s]
Iteration:   1%|          | 63/11081 [00:36<1:29:57,  2.04it/s]
Iteration:   1%|          | 64/11081 [00:36<1:30:25,  2.03it/s]
Iteration:   1%|          | 65/11081 [00:37<1:30:20,  2.03it/s]
Iteration:   1%|          | 66/11081 [00:37<1:29:54,  2.04it/s]
Iteration:   1%|          | 67/11081 [00:38<1:29:53,  2.04it/s]
Iteration:   1%|          | 68/11081 [00:38<1:29:55,  2.04it/s]
Iteration:   1%|          | 69/11081 [00:39<1:29:44,  2.05it/s]
Iteration:   1%|          | 70/11081 [00:39<1:29:33,  2.05it/s]
Iteration:   1%|          | 71/11081 [00:40<1:29:20,  2.05it/s]
Iteration:   1%|          | 72/11081 [00:40<1:29:12,  2.06it/s]
Iteration:   1%|          | 73/11081 [00:41<1:29:59,  2.04it/s]
Iteration:   1%|          | 74/11081 [00:41<1:29:39,  2.05it/s]
Iteration:   1%|          | 75/11081 [00:42<1:29:36,  2.05it/s]
Iteration:   1%|          | 76/11081 [00:42<1:29:22,  2.05it/s]
Iteration:   1%|          | 77/11081 [00:43<1:29:41,  2.04it/s]
Iteration:   1%|          | 78/11081 [00:43<1:29:18,  2.05it/s]
Iteration:   1%|          | 79/11081 [00:44<1:29:15,  2.05it/s]
Iteration:   1%|          | 80/11081 [00:44<1:29:07,  2.06it/s]
Iteration:   1%|          | 81/11081 [00:45<1:29:20,  2.05it/s]
Iteration:   1%|          | 82/11081 [00:45<1:29:14,  2.05it/s]
Iteration:   1%|          | 83/11081 [00:46<1:29:55,  2.04it/s]
Iteration:   1%|          | 84/11081 [00:46<1:29:43,  2.04it/s]
Iteration:   1%|          | 85/11081 [00:47<1:29:49,  2.04it/s]
Iteration:   1%|          | 86/11081 [00:47<1:29:32,  2.05it/s]
Iteration:   1%|          | 87/11081 [00:48<1:29:34,  2.05it/s]
Iteration:   1%|          | 88/11081 [00:48<1:29:30,  2.05it/s]
Iteration:   1%|          | 89/11081 [00:49<1:29:44,  2.04it/s]
Iteration:   1%|          | 90/11081 [00:49<1:29:29,  2.05it/s]
Iteration:   1%|          | 91/11081 [00:50<1:29:19,  2.05it/s]
Iteration:   1%|          | 92/11081 [00:50<1:29:10,  2.05it/s]
Iteration:   1%|          | 93/11081 [00:51<1:29:51,  2.04it/s]
Iteration:   1%|          | 94/11081 [00:51<1:29:29,  2.05it/s]
Iteration:   1%|          | 95/11081 [00:51<1:29:26,  2.05it/s]
Iteration:   1%|          | 96/11081 [00:52<1:29:10,  2.05it/s]
Iteration:   1%|          | 97/11081 [00:52<1:29:23,  2.05it/s]
Iteration:   1%|          | 98/11081 [00:53<1:29:22,  2.05it/s]
